Incident ID,State,City Or County,Address,City,County
2549324,Texas,Dallas,Gannon Ln and S Westmoreland Rd,Dallas,
2550749,Wisconsin,Milwaukee,N 14th St and W Concordia Ave,Milwaukee,
2551596,New Jersey,Trenton,45 N Stockton St,Trenton,
2551678,South Carolina,Sumter,190 Whitetail Cir,Sumter,
2552552,Maryland,Baltimore,2801 Edmondson Ave,Baltimore,
2553843,Louisiana,Shreveport,1800 block of Logan St,Shreveport,
2553878,Illinois,Macomb,533 N Johnson St,Macomb,
2554912,New York,Hempstead,Spencer Pl and Jerusalem Ave,Hempstead,
2553829,Louisiana,Shreveport,200 block of Texas St,Shreveport,
2555579,North Carolina,Williamston,W Pine St,Williamston,
2555309,Minnesota,Minneapolis,5601 Brooklyn Blvd,Minneapolis,
2554779,Pennsylvania,Philadelphia,1900 block of N 19th St,Philadelphia,
2555301,Arkansas,Little Rock,3002 Washington St,Little Rock,
2555123,Louisiana,Minden,801 Harris St,Minden,
2555459,Tennessee,Nashville,33 Burton Hills Blvd,Nashville,
2555326,Wisconsin,Milwaukee,7225 N 76th St,Milwaukee,
2559838,Tennessee,Memphis,6980 Winchester Rd,Memphis,
2562492,Maryland,Baltimore,3205 Woodring Ave,Baltimore,
2562882,Washington,Washington,2900 block of Martin Luther King Jr Ave SE,Washington,
2563072,North Carolina,Fayetteville,5044 Yadkin Rd,Fayetteville,
2562631,California,Moreno Valley,24700 block of Sunnymead Blvd,Moreno Valley,
2564328,Tennessee,Jackson,1600 block of Hollywood Dr,Jackson,
2564074,Georgia,Atlanta,2479 Abner Terrace NW,Atlanta,
2564105,Colorado,Pueblo,1000 block of E 11th St,Pueblo,
2564607,Pennsylvania,Philadelphia,3400 block of Rorer St,Philadelphia,
2565404,Virginia,Virginia Beach,700 block of Lake Edward Dr,Virginia Beach,
2566162,Pennsylvania,Philadelphia,3700 block of N Carlisle St,Philadelphia,
2566705,South Carolina,Isle Of Palms,1140 Ocean Blvd,Isle Of Palms,
2566449,Louisiana,New Orleans,I-10 and Read Blvd,New Orleans,
2567299,Texas,Houston,250 Uvalde Road,Houston,
2568150,Florida,Orlando,5344 Lescot Ln,Orlando,
2568184,Kentucky,Louisville,333 E Main St,Louisville,
2569434,Washington,Washington,4001 Benning Rd NE,Washington,
2570622,Ohio,Toledo,998 Dorr St,Toledo,
2570985,Indiana,Fort Wayne,3530 Harvester Ave,Fort Wayne,
2570789,North Carolina,Goldsboro,112 N. Leslie St,Goldsboro,
2570823,New Jersey,Trenton,Spring St and Calhoun St,Trenton,
2571130,New York,Bronx,1859 Westchester Ave,Bronx,
2571648,Michigan,Detroit,13570 block of Penrod St,Detroit,
2572471,Missouri,Kansas City,3500 Prospect Ave,Kansas City,
2572960,Hawaii,Waianae,87131 Kaukamana Rd,Waianae,
2573436,Alabama,Dadeville,220 N Broadnax St,Dadeville,
2572582,New Jersey,Paterson,14th Ave and E 22nd St,Paterson,
2573200,New Jersey,Newark,400 block of Leslie St,Newark,
2573179,Arizona,Phoenix,4617 W Indian School Rd,Phoenix,
2572997,California,Northridge,19105 Parthenia St,Northridge,
2573266,Kentucky,Louisville,1200 Southwestern Pkwy,Louisville,
2574091,Mississippi,Biloxi,2466 Beach Blvd,Biloxi,
2574324,Georgia,Keysville,Tyrone Brooks Dr,Keysville,
2575621,Maine,Bowdoin,1459 Augusta Rd,,Bowdoin
2576366,North Carolina,Fayetteville,200 block of Alphin St,Fayetteville,
2577693,New Jersey,Trenton,269 Hamilton Ave,Trenton,
2577642,Connecticut,Hartford,Huntington St and Asylum Ave,Hartford,
2579441,Georgia,Rockmart,Fairview Rd and Morgan St,Rockmart,
2578168,Washington,Washington,500 block of Lebaum St SE,Washington,
2579262,North Carolina,Winston Salem (Winston-salem),1256 Alder St,,Winston Salem (Winston-salem)
2579179,Texas,Jasper,470 County Rd 263,Jasper,
2583589,Pennsylvania,Philadelphia,5900 block of Palmetto St,Philadelphia,
2584064,Texas,Cleveland,171 Walter Dr,Cleveland,
2584240,South Carolina,Columbia,600 Beckman Rd,Columbia,
2584711,Washington,Auburn,2500 block of B St NW,Auburn,
2586872,Oklahoma,Henryetta,14360 Holly Rd,Henryetta,
2584772,Kentucky,Paducah,505 S 8th St,Paducah,
2584779,Oklahoma,Oklahoma City,3000 W Memorial Rd,Oklahoma City,
2585718,California,Mojave,15900 block of H St,Mojave,
2586747,Nevada,Las Vegas (Enterprise),Bermuda Rd and Pilot Rd,,Las Vegas (Enterprise)
2584743,Georgia,Athens,1155 Mitchell Bridge Rd,Athens,
2584748,Mississippi,Bay Saint Louis,1000 block of Old Blue Meadow Rd,,Bay Saint Louis
2584808,Louisiana,Lafayette,W Congress Ave and University Ave,Lafayette,
2584763,Texas,Bryan,W 26th St and S Bryan Ave,Bryan,
2584930,Massachusetts,Lawrence,5 Royal St,Lawrence,
2585253,Alabama,Birmingham,800 block of 48th St N,Birmingham,
2588047,Louisiana,Bossier City,3820 LA-782,Bossier City,
2587288,Florida,Lake Wales,614 Dawnlight Dr,Lake Wales,
2587918,Illinois,Chicago,6300 block of South Calumet Ave,Chicago,
2587386,Georgia,Atlanta,1110 W Peachtree St NW,Atlanta,
2589790,Mississippi,Vicksburg,1320 Levee St,Vicksburg,
2592407,Louisiana,Bastrop,Welch Ave. and Pruitt St,Bastrop,
2589981,Missouri,Saint Louis,2837 Cherokee St,,Saint Louis
2589699,Mississippi,Ocean Springs,1013 Government St,Ocean Springs,
2589804,Mississippi,Natchez,261 Devereux Dr,Natchez,
2590046,Texas,Allen,820 W Stacy Rd,Allen,
2589762,Ohio,Columbus,624 N High St,Columbus,
2589882,California,Chico,1000 block of Columbus Ave,Chico,
2589765,Ohio,Columbus,1400 block of St Clair Ave,Columbus,
2592771,Mississippi,Robinsonville (Tunica Resorts),2669 Kirby Rd,,Robinsonville (Tunica Resorts)
2590876,New Jersey,Newark,300 block of Orange St,Newark,
2590669,California,Adelanto,10900 block of Bartlett Ave,Adelanto,
2591640,California,Thornton,8600 block of W Mokelumne Ave,Thornton,
2590631,Missouri,Columbia,904 Business Loop 70 E,Columbia,
2590617,Missouri,Saint Louis,2100 block of Branch St,,Saint Louis
2591270,California,Redwood City,400 block of Redwood Ave,Redwood City,
2591449,Wisconsin,Fond Du Lac,912 Martin Ave,Fond Du Lac,
2590940,Maryland,Frostburg,E College Ave,Frostburg,
2594759,Colorado,Denver,9600 E Girard Ave,Denver,
2595672,Indiana,Indianapolis,4020 S East St,Indianapolis,
2595658,Pennsylvania,Philadelphia,5900 block of North 21st St,Philadelphia,
2595583,Illinois,Chicago,600 block of W 61st Pl,Chicago,
2597218,Maryland,Laurel,300 block of Domer Ave,Laurel,
2597075,Louisiana,Shreveport,3600 block of Hollywood Ave,Shreveport,
2597897,California,Sacramento,Fairfield St and Del Paso Blvd,Sacramento,
2597569,Georgia,Augusta,120 Sand Bar Ferry Rd,Augusta,
2597757,Kentucky,Louisville,627 S 4th St,Louisville,
2597561,New Hampshire,Manchester,129 Ahern St,Manchester,
2597740,Arizona,Yuma,3800 block of S J Edward Dr,Yuma,
2598323,Pennsylvania,Hazleton,W 11th St and N Manhattan Ct,Hazleton,
2598168,Alabama,Montgomery,5500 block of Atlanta Highway,Montgomery,
2597941,Indiana,Anderson,1600 block of Madison Ave,Anderson,
2598225,Louisiana,Shreveport,9064 Mansfield Ave,Shreveport,
2598731,New Mexico,Farmington,700 block of N Dustin Ave,Farmington,
2600376,Texas,San Antonio,800 block of Poinsettia St,San Antonio,
2601416,Texas,San Antonio,5138 UTSA Blvd,San Antonio,
2603241,California,Los Angeles,1010 Wilshire Blvd,Los Angeles,
2603598,Louisiana,New Orleans,6000 block of Beechcraft St,New Orleans,
2603689,Kentucky,Louisville,600 block of N 34th St,Louisville,
2603870,Georgia,Thomson,511 Knox St,Thomson,
2605263,Mississippi,Clarksdale,300 block of Delta St,Clarksdale,
2604461,Washington,Renton,E Valley Hwy and S 180th St,Renton,
2603680,Missouri,Kansas City,4244 Indiana Ave,Kansas City,
2605709,Mississippi,Jonestown,MS-316,Jonestown,
2604279,Louisiana,Thibodaux,300 block of Hyland Dr,Thibodaux,
2605897,Tennessee,Columbia,Beech St,Columbia,
2606205,Texas,Texarkana,563 Lemon Acre,Texarkana,
2606213,Indiana,Columbus,2201 Lincoln Park Dr,Columbus,
2608239,Maryland,Baltimore,3300 block of Ramona Ave,Baltimore,
2609992,Mississippi,Columbus,2118 Hwy 45 N,Columbus,
2608422,Wisconsin,Milwaukee,N 38th St and W Walnut St,Milwaukee,
2608830,Virginia,Woodbridge,14723 Birchdale Ave,Woodbridge,
2609761,Arizona,Mesa,Alma School Rd and Main St,Mesa,
2608802,Maryland,Baltimore,W Saratoga St and N Eutaw St,Baltimore,
2608556,Georgia,Brunswick,100 block of Wasp Dr,Brunswick,
2610153,Ohio,Cleveland,17426 Harvard Ave,Cleveland,
2610514,California,Moreno Valley,24800 block of Evening Shadow Ct,Moreno Valley,
2610746,Arkansas,Marianna,382 W Chestnut St,Marianna,
2609789,New Mexico,Red River,400 E Main St,Red River,
2609601,Illinois,Chicago,7900 block of S Ashland Ave,Chicago,
2611231,Pennsylvania,Chester,Front St and Norris St,Chester,
2611011,Pennsylvania,Philadelphia,4500 block of Mulberry St,Philadelphia,
2610339,Pennsylvania,Harrisburg,1000 block of N 3rd St,Harrisburg,
2610271,Mississippi,Hazlehurst,Dentville Rd,Hazlehurst,
2610231,Tennessee,Memphis,400 block of Deerskin Dr,Memphis,
2611512,Florida,Hollywood,1203 N Broadwalk,Hollywood,
2611781,South Carolina,Hollywood,5000 block of Storage Rd,Hollywood,
2610925,Ohio,Canal Winchester,4855 Pintail Creek Dr,Canal Winchester,
2611214,Illinois,Peoria,,Peoria,
2611877,New York,Syracuse,400 block of Bellevue Ave,Syracuse,
2612967,Pennsylvania,Lebanon,400 block of N 5th St,Lebanon,
2612882,Illinois,Chicago,7059 S Halsted St,Chicago,
2614353,Ohio,Cleveland,400 block of E 123rd St,Cleveland,
2613087,North Carolina,Fayetteville,700 block of Rembrandt Dr,Fayetteville,
2613375,Ohio,Cincinnati,73 E McMicken Ave,Cincinnati,
2615518,Tennessee,Memphis,4600 block of Mill Stream Dr,Memphis,
2614735,Texas,San Antonio,5100 block of Eisenhauer Rd,San Antonio,
2615941,Oregon,Portland,NE Webster St and NE 55th Ave,Portland,
2616439,Texas,Sunnyvale,201 Planters Rd,Sunnyvale,
2615978,Illinois,Chicago,4800 block of W Iowa St,Chicago,
2616034,Florida,Pensacola,Cresent Dr,Pensacola,
2616015,Missouri,Columbia,2600 block of Oakbrook Dr,Columbia,
2617560,Mississippi,Jackson,440 N Mill St,Jackson,
2618358,Virginia,Richmond,6 N Laurel St,Richmond,
2619908,California,Sacramento,1600 block of Grand Ave,Sacramento,
2620695,South Carolina,North Charleston,4106 Dorchester Rd,North Charleston,
2621241,California,San Francisco,24th St and Treat Ave,San Francisco,
2621359,Pennsylvania,Jeannette,815 Lowry Ave,Jeannette,
2621754,Mississippi,Hattiesburg,6100 block of US-49,Hattiesburg,
2622344,Washington,Benton City,2500 block of N Willard Ave,Benton City,
2621640,Illinois,Oak Park,900 block of Madison St,Oak Park,
2622044,New York,Syracuse,100 block of Davis St,Syracuse,
2622062,California,Antioch,3300 block of Sunset Ln,Antioch,
2668127,Louisiana,Labadieville,3006 LA-1,Labadieville,
2622008,Texas,Houston,6003 Richmond Ave,Houston,
2622547,Maryland,Annapolis,1004 Paddington Pl,Annapolis,
2622140,Illinois,Champaign,1000 block of N 6th St,Champaign,
2622484,Texas,Crosby,12028 Crosby-Lynchburg  Rd,Crosby,
2625182,Ohio,Cincinnati,2300 block of Harrison Ave,Cincinnati,
2623809,Colorado,Denver,2000 block of Market St,Denver,
2625603,Oklahoma,Tulsa,S Harvard Ave and E 31st St,Tulsa,
2625892,Ohio,New Richmond,1965 Laurel Lindale Rd,New Richmond,
2626402,Tennessee,Sequatchie,246 Pine St,Sequatchie,
2625636,South Carolina,Greenville,Channel Dr,Greenville,
2626827,Maryland,Baltimore,E Cold Spring Ln and York Rd,Baltimore,
2627283,California,Carson,1500 block of E Abila St,Carson,
2627013,New Jersey,Clifton,39 Harding Ave,Clifton,
2627254,Illinois,Chicago,1900 block of N Stockton Dr,Chicago,
2627729,Pennsylvania,Philadelphia,1700 block of Ringgold St,Philadelphia,
2627193,Wisconsin,La Crosse,116 3rd St S,La Crosse,
2627442,North Carolina,Winston Salem (Winston-salem),800 block of Utah Dr,,Winston Salem (Winston-salem)
2627199,Indiana,Indianapolis,W 34th St and Moller Rd,Indianapolis,
2627418,North Carolina,Charlotte,6432 E Independence Blvd,Charlotte,
2629270,Louisiana,Alexandria,3323 Willow Glen River Rd,Alexandria,
2627958,Washington,Quincy,754 Silica Rd NW,Quincy,
2630156,Ohio,Cleveland,11921 Miles Ave,Cleveland,
2628072,Illinois,Willowbrook,10S622 Kingery Hwy,Willowbrook,
2628083,Missouri,Saint Louis,1409 Washington Ave,,Saint Louis
2629211,Idaho,Kellogg,525 W Cameron Ave,Kellogg,
2628950,Illinois,Chicago,9900 block of S Princeton Ave,Chicago,
2628104,Illinois,Chicago,5400 block of W Crystal St,Chicago,
2629196,North Carolina,Greenville,1100 block of W Sixth St,Greenville,
2628094,Georgia,Decatur,4525 Glenwood Rd,Decatur,
2629262,Michigan,Detroit,12000 block of Roselawn St,Detroit,
2629745,Wisconsin,Milwaukee,2947 N Doctor MLK Jr Dr,Milwaukee,
2629821,Illinois,Chicago,3200 block of W 79th St,Chicago,
2630581,Michigan,Pontiac,28 Cherry Hill Dr,Pontiac,
2632283,Texas,Fort Worth,2120 Handley Dr,Fort Worth,
2635243,North Carolina,Asheboro,800 block of Salem Ct,Asheboro,
2634357,Texas,Beaumont,1600 block of Glasshouse St,Beaumont,
2634147,Michigan,Saginaw,Fourth St and Johnson St,Saginaw,
2634135,Florida,Orlando,2620 N Hiawassee Rd,Orlando,
2634835,Missouri,Kansas City,5646 Prospect Ave,Kansas City,
2635065,Texas,Missouri City,7242 W Fuqua St,Missouri City,
2635437,Ohio,Cincinnati,1233 Clay St,Cincinnati,
2634840,Indiana,Indianapolis,800 block of Broad Ripple Ave,Indianapolis,
2634933,Maryland,Temple Hills (Marlow Heights),4400 block of Stamp Rd,,Temple Hills (Marlow Heights)
2636671,Michigan,Ypsilanti,800 block of George Pl,Ypsilanti,
2638465,North Carolina,Greensboro,5100 Bayberry St,Greensboro,
2638784,Texas,Odessa,4310 N Dixie Blvd,Odessa,
2639130,California,Florin,7870 Florin Rd,Florin,
2639623,Illinois,Chicago,6300 block of S Artesian Ave,Chicago,
2639780,Oklahoma,Tulsa,1150 S Sheridan Rd,Tulsa,
2640311,Kansas,Wichita,222 N Washington St,Wichita,
2641112,New York,Bronx,1780 Eastburn Ave,Bronx,
2640219,Maryland,Baltimore,800 block of Gretna Ct,Baltimore,
2642843,Minnesota,Truman,,Truman,
2642262,Texas,Fort Worth,2100 block of Christine Ave,Fort Worth,
2642472,Texas,Fort Worth,Diaz Ave and Horne St,Fort Worth,
2642495,Indiana,Indianapolis,3200 block of Forest Manor Ave,Indianapolis,
2645345,Indiana,Michigan City,1100 block of Salem St,Michigan City,
2642785,Missouri,Saint Ann,4116 Jane Ave,,Saint Ann
2642071,Pennsylvania,Philadelphia,5700 block of Warrington Ave,Philadelphia,
2642527,Ohio,Akron,700 E Exchange St,Akron,
2642489,Michigan,Lansing,6520 Mercantile Way,Lansing,
2643549,California,Hayward,400 block of Ranker Place,Hayward,
2643602,Louisiana,Shreveport,2000 block of Pearl Ave,Shreveport,
2642484,North Carolina,Charlotte,5300 block of Park Brook Dr,Charlotte,
2643322,Maryland,Edgewood,600 block of Harr Park Ct,Edgewood,
2644586,Florida,Fort Lauderdale,2960 NW 19th St,Fort Lauderdale,
2643648,Maryland,Salisbury,Chippewa Blvd and Kiowa Ave,Salisbury,
2644078,Michigan,Lansing,S Washington Sq,Lansing,
2643671,Illinois,Chicago,5600 block of S Ada St,Chicago,
2644352,Ohio,Cleveland,4000 block of E 150th St,Cleveland,
2643453,Washington,Washington,4700 block of Meade St NE,Washington,
2643630,Massachusetts,Boston,33 Edgewater Dr,Boston,
2643676,New Jersey,Paterson,49 Jersey St,Paterson,
2644627,Michigan,Flint,2800 block of Mallery St,Flint,
2647013,Illinois,Chicago,1600 block of W Howard St,Chicago,
2646865,Texas,El Paso,4516 Swan Dr,El Paso,
2647298,New York,Brooklyn,Ashford St and Arlington Ave,Brooklyn,
2647621,California,Indio,41900 block of Napoli St,Indio,
2647307,Indiana,Gary,939 E 21st Ave,Gary,
2647516,Maryland,Baltimore,900 block of Greenmount Ave,Baltimore,
2648440,Texas,Dallas,1600 block of Pompano Beach Dr,Dallas,
2648182,North Carolina,Wadesboro,1205 N Greene St,Wadesboro,
2648002,Texas,Amarillo,4515 S Georgia St,Amarillo,
2648055,Ohio,Cleveland,W 6th St and Johnson Ct,Cleveland,
2647888,Iowa,Dubuque,2506 Broadway St,Dubuque,
2649242,Alabama,Montgomery,300 block of Gardendale Dr,Montgomery,
2650004,New York,Bronx,25 E 193rd St,Bronx,
2650456,Texas,Dallas,8200 block of Willoughby Blvd,Dallas,
2654191,Georgia,Lagrange,Whitesville St and Bell St,Lagrange,
2651377,Maryland,Silver Spring,14324 Layhill Rd,Silver Spring,
2651632,Texas,El Paso,1160 Airway Blvd,El Paso,
2652321,Illinois,East Saint Louis,500 block of N 27th St,,East Saint Louis
2652749,Maryland,Bladensburg,4300 block of Bladensburg Rd,Bladensburg,
2653198,North Dakota,Fargo,901 25th St S,Fargo,
2653407,Pennsylvania,Homestead (Munhall),1129 Ravine St,,Homestead (Munhall)
2655985,Mississippi,Clarksdale,400 block of Andrews St,Clarksdale,
2653609,Georgia,Hampton,92 Dogwood Lakes Dr,Hampton,
2654370,Florida,Fort Lauderdale,3170 NW 2nd St,Fort Lauderdale,
2653963,Tennessee,Memphis,3400 block of Ridgemont Ave,Memphis,
2653974,Louisiana,Shreveport,400 Commerce St,Shreveport,
2654137,Illinois,Chicago,4000 block of W Washington Blvd,Chicago,
2654540,California,Los Angeles,2000 block of E 115th St,Los Angeles,
2654280,Texas,Dallas,Al Lipscomb Way and Meadow St,Dallas,
2657041,Washington,Washington,1200 block of Barnaby Terrace SE,Washington,
2656524,South Carolina,Columbia,4200 block of Wentworth Dr,Columbia,
2657179,Pennsylvania,Philadelphia,500 block of E Wyoming Ave,Philadelphia,
2658701,Texas,Houston,6200 block of Luce St,Houston,
2658784,North Carolina,Greensboro,1900 block of Brice St,Greensboro,
2659968,Louisiana,Marrero,6700 block of Mather Dr,Marrero,
2660299,Arizona,Glendale,6761 N Sunset Blvd,Glendale,
2660568,North Carolina,Wade,4001 Pembroke Lane,Wade,
2660217,Illinois,Chicago,1400 block of S Spaulding Ave,Chicago,
2661182,Florida,Daytona Beach,611 Seabreeze Blvd,Daytona Beach,
2660674,Tennessee,Memphis,2965 Meadows Lane,Memphis,
2661359,Florida,Tampa,7402 N 56th St,Tampa,
2661332,Alabama,Birmingham,1700 block of Third Ave W,Birmingham,
2661056,Texas,Houston,9261 Gulf Fwy,Houston,
2661505,Texas,Dallas,3300 block of Sheila Lane,Dallas,
2661000,Washington,Seattle,Broadway and E Pike St,Seattle,
2662351,Oklahoma,Tulsa,11107 E Brady St,Tulsa,
2662711,New York,Bronx,255 E Burnside Ave,Bronx,
2663533,Pennsylvania,Pittsburgh,Nicholas St and Jacob St,Pittsburgh,
2666201,Florida,Tampa,E Shadowlawn Ave and N 36th St,Tampa,
2666500,Florida,Fort Lauderdale,NW 19th St and MLK Jr Ave,Fort Lauderdale,
2666189,Washington,Seattle,9232 Rainier Ave S,Seattle,
2666195,Illinois,Chicago Heights (Ford Heights),1400 block of Senator Ln,,Chicago Heights (Ford Heights)
2667046,California,Los Angeles,2121 E 99th Pl,Los Angeles,
2666859,Illinois,Chicago,1500 block of S Keeler Ave,Chicago,
2667118,Michigan,Lansing,1300 block of W Holmes Rd,Lansing,
2667537,Texas,Port Arthur,711 Procter St,Port Arthur,
2666933,Indiana,Muncie,900 block of E Willard St,Muncie,
2668556,Massachusetts,Springfield,Leyfred Terr,Springfield,
2668365,Mississippi,Columbus,2520 5th St N,Columbus,
2673196,Arkansas,Pine Bluff,Lilac St,Pine Bluff,
2670331,Illinois,Chicago,1249 W 81st St,Chicago,
2671589,California,Los Angeles,8805 S Hoover St,Los Angeles,
2672766,Washington,Washington,Good Hope Rd SE and 16th St SE,Washington,
2672510,Louisiana,Lafayette,106 S General Marshall St,Lafayette,
2673896,Missouri,Kansas City,E 16th St and Grand Blvd,Kansas City,
2673981,Pennsylvania,Philadelphia,200 W 65th Ave,Philadelphia,
2673152,Texas,Edinburg,5120 S Raul Longoria Rd,Edinburg,
2675914,Illinois,Crystal Lake,5805 Wild Plum Rd,Crystal Lake,
2677365,Pennsylvania,Pittsburgh,2176 Webster Ave,Pittsburgh,
2676883,Washington,Lynnwood,SW 164th St and W 48th Pl,Lynnwood,
2678825,Minnesota,Minneapolis,2220 16th Ave S,Minneapolis,
2678274,Pennsylvania,Philadelphia,800 Diamond St,Philadelphia,
2678650,Arkansas,Pine Bluff,1601 S Cherry St,Pine Bluff,
2679878,Michigan,Grand Rapids,Dickinson St SE and Madison Ave SE,Grand Rapids,
2678953,Washington,Bothell,2005 185th Pl SE,Bothell,
2680467,Tennessee,Memphis,Peabody Pl and S B B King Blvd,Memphis,
2679624,Ohio,Cincinnati,2300 block of Flora St,Cincinnati,
2680270,Illinois,Chicago,5700 block of S Payne Dr,Chicago,
2679865,Illinois,Rockford,600 block of Fisher Ave,Rockford,
2680526,Illinois,Chicago,100 block of W Division St,Chicago,
2680362,Pennsylvania,Harrisburg,Cranberry St and N 2nd St,Harrisburg,
2681831,Tennessee,Clarksville,2655 Union Hall Rd,Clarksville,
2684071,Louisiana,Alexandria,2900 block of Levin St,Alexandria,
2683130,Illinois,East Saint Louis,N 38th St and Audubon Ave,,East Saint Louis
2683213,Oklahoma,Oklahoma City,7405 NW 5th Terrace,Oklahoma City,
2682756,Kentucky,Louisville,1800 block of W Muhammad Ali Blvd,Louisville,
2684327,Virginia,Norfolk,1510 E Brambleton Ave,Norfolk,
