Incident ID,State,City Or County,Address,City,County
1840544,Nevada,North Las Vegas,3700 block of Iverson Ln,North Las Vegas,
1840041,Maryland,College Park,7700 Baltimore Ave,College Park,
1839112,Maryland,Waldorf,2177 Crain Hwy,Waldorf,
1839065,Illinois,Chicago,11613 S Vincennes Ave,Chicago,
1838368,Florida,Winter Garden,Center St and 11th St,Winter Garden,
1837146,Virginia,Roanoke,1400 block of Rorer Ave SW,Roanoke,
1837429,New Jersey,Newark,381 S 6th St,Newark,
1834216,Texas,Fort Worth,1900 block of Carver Ave,Fort Worth,
1835030,Texas,San Antonio,2800 block of W Hutchins Pl,San Antonio,
1834280,North Carolina,Raleigh,1731 Trawick Rd,Raleigh,
1834617,Mississippi,Greenwood,W Martin Luther King Dr,Greenwood,
1832977,Louisiana,Rayne,I-10,Rayne,
1832014,Florida,Miami,1830 NW 50 St,Miami,
1831995,Massachusetts,Boston,Columbia Rd and Stanwood St,Boston,
1831091,Maryland,Baltimore,500 block of W Franklin St,Baltimore,
1830875,New York,Brooklyn,Nostrand Ave and Hawthorne St,Brooklyn,
1830822,Mississippi,Canton,1427 W Peace St,Canton,
1830092,Texas,Houston,2117 Chenevert St,Houston,
1829132,Ohio,Mansfield,136 Sturges Ave,Mansfield,
1828796,Louisiana,New Orleans,2599 N Prieur St,New Orleans,
1827437,Maryland,Annapolis,100 block of Clay St,Annapolis,
1828080,Illinois,Chicago,200 block of N Sacramento Blvd,Chicago,
1828019,Tennessee,Nashville,1100 block of W Grove Ave,Nashville,
1826680,New York,Lockport,43 S Niagara St,Lockport,
1826613,South Carolina,Rock Hill,524 N Anderson Rd,Rock Hill,
1826444,California,San Jose,175 S Capitol Ave,San Jose,
1825525,Florida,Orlando,2000 block of N Forsyth Rd,Orlando,
1826655,Arizona,Mesa,2115 Guadalupe Rd,Mesa,
1826675,California,San Francisco,200 block of Scherwin St,San Francisco,
1824979,Louisiana,Lafayette,100 block of Laser Ln,Lafayette,
1825896,Maryland,Baltimore,2900 block of Westwood Ave,Baltimore,
1824073,Pennsylvania,Philadelphia,3900 block of  Buist Ave,Philadelphia,
1821574,South Carolina,Myrtle Beach,1012 US-501,Myrtle Beach,
1821496,Georgia,Atlanta,330 W Peachtree St NW,Atlanta,
1820156,Illinois,Chicago,100 block of S Keeler Ave,Chicago,
1823101,South Carolina,Kingstree,55 Williamsburg County Hwy,Kingstree,
1819955,Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,,Saint Louis (Jennings)
1818055,Pennsylvania,Philadelphia,4935 Frankford Ave,Philadelphia,
1816799,Alaska,Anchorage,200 block of McCarrey St,Anchorage,
1817184,New York,Brooklyn,181 Hegeman Ave,Brooklyn,
1815308,Washington,Washington,400 block of Orange St SE,Washington,
1814148,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,Atlanta,
1813872,Indiana,Indianapolis,5462 Massachusetts Ave,Indianapolis,
1813583,California,Sacramento,Roanoke Ave and Haywood St,Sacramento,
1813306,Tennessee,Clarksville,100 block of Tiny Town Rd,Clarksville,
1812972,California,Los Angeles,51st St and Hoover St,Los Angeles,
1812838,Washington,Seattle,9700 block of 59th Ave S,Seattle,
1812049,Michigan,Detroit,15018 Houston Whittier St,Detroit,
1810696,North Carolina,Greensboro,700 block of Milton St,Greensboro,
1810881,Florida,Jacksonville,12517 Beach Blvd,Jacksonville,
1810358,Wisconsin,Milwaukee,4217 W Fond du Lac Ave,Milwaukee,
1809910,Pennsylvania,Philadelphia,4500 block of N 19th St,Philadelphia,
1809484,Ohio,Painesville,100 block of Morse Ave,Painesville,
1807325,Michigan,Detroit,6609 Michigan Ave,Detroit,
1806806,Ohio,Sandusky,Hancock St and Neil St,Sandusky,
1808628,California,San Bernardino,900 block of N Sierra Way,San Bernardino,
1807096,Tennessee,Nashville,619 Millwood Dr,Nashville,
1807046,Pennsylvania,Philadelphia,100 block of N Lindenwood St,Philadelphia,
1806035,Alabama,Enterprise,507 Glover Ave,Enterprise,
1806002,Iowa,Waterloo,501 W 4th St,Waterloo,
1805722,Illinois,Chicago,2400 block of W Lithuanian Plaza Ct,Chicago,
1806368,Missouri,Saint Louis,4700 block of Vernon Ave,,Saint Louis
1806500,Pennsylvania,Philadelphia,1300 block of Sanger St,Philadelphia,
1804511,Georgia,Hampton,1577 Glynn Ct,Hampton,
1802862,Minnesota,Minneapolis,200 W Broadway Ave,Minneapolis,
1800886,Ohio,Struthers,111 Perry St,Struthers,
1800549,New York,Corona (Queens),Merrick Blvd and Foch Blvd,,Corona (Queens)
1800514,Connecticut,Stamford,Ursula Pl and Dale St,Stamford,
1800026,New York,Buffalo,Glenwood Ave and Jefferson Ave,Buffalo,
1799748,Illinois,Chicago,12200 block of S May St,Chicago,
1799703,Illinois,Chicago,6900 block of S Claremont Ave,Chicago,
1800188,New Jersey,Plainfield,523 W 3rd St,Plainfield,
1799307,New York,Rochester,278 Pennsylvania Ave,Rochester,
1800192,New Jersey,Paterson,Elizabeth St and Getty Ave,Paterson,
1800779,Arkansas,West Memphis,900 block of Winchell St,West Memphis,
1799160,Arkansas,Little Rock,5311 Mabelvale Pike,Little Rock,
1797620,Pennsylvania,Philadelphia,1800 Wallace St,Philadelphia,
1796684,California,San Jose,600 block of S 8th St,San Jose,
1796638,Illinois,Chicago,3500 block of W Lawrence Ave,Chicago,
1795391,Louisiana,Baker,Burgess Dr,Baker,
1793826,Michigan,Grand Rapids,3950 Stahl Dr SE,Grand Rapids,
1794138,Tennessee,Beechgrove,I-24 and Beech Grove Rd,,Beechgrove
1793559,Florida,Tampa,5110 N 40th St,Tampa,
1794086,Illinois,Chicago,6100 block of S Throop St,Chicago,
1793521,New Jersey,New Brunswick,32 Delafield St,New Brunswick,
1792650,Illinois,Chicago,100 block of N Pine Ave,Chicago,
1793680,North Carolina,Wilson,200 block of Dewey St,Wilson,
1793771,Pennsylvania,Philadelphia,N 18th St and Dauphin St,Philadelphia,
1792624,Louisiana,Donaldsonville,St Elizabeth St and Front St,Donaldsonville,
1791482,Louisiana,New Orleans,4100 block of Rayne Dr,New Orleans,
1788401,Maryland,Baltimore,2300 block of Greenmount Ave,Baltimore,
1788168,Louisiana,New Orleans,1500 block of Freret St,New Orleans,
1787655,New York,Brooklyn,Norstrand Ave and Crown St,Brooklyn,
1788352,California,Aguanga,45125 Highway 371,Aguanga,
1787222,Indiana,Indianapolis,W 38th St and Graceland Ave,Indianapolis,
1786920,Illinois,Chicago,S Kingston Ave and E 77th St,Chicago,
1786829,Colorado,Commerce City,6700 block of Birch St,Commerce City,
1787977,Tennessee,Memphis,6555 Lost Oak Dr,Memphis,
1786855,Georgia,Sparta,Faye St and Lee St,Sparta,
1787286,Missouri,Kansas City,3999 Swope Pkwy,Kansas City,
1786890,Missouri,Saint Louis,5700 block of Minerva Ave,,Saint Louis
1787006,Louisiana,New Iberia,1752 Center St,New Iberia,
1787387,Maryland,Baltimore,4900 block of Reisterstown Rd,Baltimore,
1786488,Texas,Houston,9940 Fondren Rd,Houston,
1786449,Maryland,Baltimore,2000 block of W Lexington St,Baltimore,
1785713,Florida,Williston,Co Rd 318 and US-27 Alt,Williston,
1786806,Arkansas,Little Rock,400 President Clinton Ave,Little Rock,
1805455,South Carolina,Anderson,R St and Chase Ave,Anderson,
1784592,Arkansas,Pine Bluff,3101 Lilac Rd,Pine Bluff,
1785358,Florida,Miami,2000 block of NW 71st St,Miami,
1784570,Arkansas,Hensley,Woodson Lateral Rd and I-530,Hensley,
1785108,Pennsylvania,Philadelphia,700 block of E Chelten Ave,Philadelphia,
1785593,Arkansas,Little Rock,19 Nandina Cir,Little Rock,
1783582,Pennsylvania,Philadelphia,1800 block of Moore St,Philadelphia,
1784141,Georgia,Albany,1400 block of E Residence Ave,Albany,
1783928,California,Oakland,Kerwin Ave and 105th Ave,Oakland,
1825993,Pennsylvania,Philadelphia,1500 block of W Clearfield St,Philadelphia,
1782962,Florida,Tallahassee,2660 Old Bainbridge Rd,Tallahassee,
1780301,Kentucky,Lexington,545 N Upper St,Lexington,
1780199,Illinois,Zion,2300 block of Joppa Ave,Zion,
1780266,Texas,San Antonio,S Olive St and Aransas Ave,San Antonio,
1779981,New York,Buffalo,500 block of Fillmore Ave,Buffalo,
1784122,Pennsylvania,Philadelphia,5317 Oxford Ave,Philadelphia,
1779718,Illinois,Chicago,11601 S Western Ave,Chicago,
1780091,Kentucky,Madisonville,400 block of Elm St,Madisonville,
1780228,Nevada,Las Vegas,777 E Twain Ave,Las Vegas,
1778571,Illinois,Rock Island,1800 2nd Ave,Rock Island,
1778435,Minnesota,Minneapolis,2400 block of Irving Ave N,Minneapolis,
1778542,Pennsylvania,Chester,2900 block of W 2nd St,Chester,
1779023,Texas,Dallas,2600 block of Elm St,Dallas,
1777607,Oregon,Portland,10500 block of NE Halsey St,Portland,
1777180,Michigan,Pontiac,252 Carriage Circle Dr,Pontiac,
1776905,South Carolina,Hilton Head Island,Muddy Creek Rd and Spanish Wells Rd,Hilton Head Island,
1777400,Pennsylvania,Philadelphia,5500 block of Chew Ave,Philadelphia,
1776189,Virginia,Norfolk,800 block of E Princess Anne Rd,Norfolk,
1775249,New York,Rochester,70 block of Flower St,Rochester,
1774123,Michigan,Detroit,11938 E McNichols Rd,Detroit,
1773194,California,Sacramento,1200 block of Helena Ave,Sacramento,
1774138,Florida,West Palm Beach,1000 block of 18th St,West Palm Beach,
1773996,Virginia,Richmond,2300 block of Bethel St,Richmond,
1772623,Arkansas,Pine Bluff,2901 W 28th Ave,Pine Bluff,
1772513,New York,Brooklyn,2946 W 23rd St,Brooklyn,
1772934,Colorado,Pueblo,2000 block of Longhorn Point,Pueblo,
1772680,Tennessee,Somerville,1100 block of Brewer Rd,Somerville,
1772438,Illinois,Champaign,100 block of Kenwood Rd,Champaign,
1773006,Illinois,Chicago,6600 S Halsted St,Chicago,
1772764,Illinois,Rockford,1300 block of 10th St,Rockford,
1772174,Alabama,Bessemer (Hueytown),Allison Bonnet Memorial Dr and Rutledge Dr,,Bessemer (Hueytown)
1769444,Pennsylvania,Philadelphia,700 block of S 55th St,Philadelphia,
1769489,Illinois,Chicago,8500 block of S Parnell Ave,Chicago,
1768125,Pennsylvania,Philadelphia,3000 block of Cumberland St,Philadelphia,
1767851,New York,Corona (Queens),35-35 21st St,,Corona (Queens)
1767747,Illinois,Rockford,3001 Harney Ct,Rockford,
1768683,Ohio,Cleveland,Dove Ave and E 102nd St,Cleveland,
1766574,New York,Brooklyn,Atlantic Ave and Hinsdale St,Brooklyn,
1767402,Texas,Dayton,County Rd 4901,Dayton,
1765658,Kentucky,Lexington,1000 block of Newtown Ct,Lexington,
1765624,Ohio,Cincinnati,700 block of Chalfonte Pl,Cincinnati,
1765636,Ohio,Cincinnati,70 E McMicken Ave,Cincinnati,
1766423,Ohio,Cincinnati,700 block of Chalfonte Pl,Cincinnati,
1766380,Colorado,Denver,W Alameda Ave and S Federal Blvd,Denver,
1765920,Oklahoma,Oklahoma City,SW 59th St and Agnew Ave,Oklahoma City,
1765336,Michigan,Belleville,24914 Martinsville Rd,Belleville,
1765499,Pennsylvania,Philadelphia,N 10th St and Brown St,Philadelphia,
1765890,New York,Rochester,501 Thurston Rd,Rochester,
1765705,Connecticut,New Haven,Rosette St and Hurlburt St,New Haven,
1764756,Alabama,Troy,4100 US-231 S,Troy,
1764619,New York,New York (Manhattan),111 Lenox Ave,,New York (Manhattan)
1762951,New Jersey,Newark,N 12th St,Newark,
1762997,Ohio,Dayton,2049 Catalpa Dr,Dayton,
1761557,California,Torrance,22904 Lockness Ave,Torrance,
1759873,Colorado,Denver,1400 block of W Byers Pl,Denver,
1759779,Ohio,Toledo,Monroe St and N Detroit Ave,Toledo,
1758966,Washington,Washington,3300 block of Dubois Pl SE,Washington,
1760207,Mississippi,Jackson,3600 block of Cromwell St,Jackson,
1760261,Texas,Houston,9700 Homestead Rd,Houston,
1759425,Kentucky,Paducah,900 block of Boyd St,Paducah,
1759237,Alabama,Birmingham,426 18th St Ensley,Birmingham,
1758838,Pennsylvania,Philadelphia,1101 N 38th St,Philadelphia,
1759439,Massachusetts,Brockton,124 Laureston St,Brockton,
1758774,New York,Albany,First St and Quail St,Albany,
1757380,California,Oakland,4500 block of Fairfax Ave,Oakland,
1756248,Illinois,Chicago,700 block of S Karlov Ave,Chicago,
1755566,Wisconsin,Madison,333 S Rosa Rd,Madison,
1755297,Washington,Washington,5400 block of Georgia Ave NW,Washington,
1754613,California,Beverly Hills,13200 Mulholland Dr,Beverly Hills,
1754640,Missouri,Saint Louis,5300 block of Bircher Blvd,,Saint Louis
1754672,Connecticut,Hartford,818 Windsor St,Hartford,
1754363,New York,Bronx,450 St Ann's Ave,Bronx,
1753320,Pennsylvania,Philadelphia,3100 block of Weymouth St,Philadelphia,
1753561,New Jersey,Newark,200 block of 6th Ave,Newark,
1752100,Illinois,Chicago,100 block of N Laporte Ave,Chicago,
1753235,Texas,Pointblank,4411 Counts Rd,,Pointblank
1751949,Colorado,Denver,3000 block of W Virginia Ave,Denver,
1752790,Alabama,Montgomery,1100 block of Eastern Blvd,Montgomery,
1752019,Pennsylvania,Philadelphia,2500 block of Ingersoll St,Philadelphia,
1750611,Florida,Tampa,I-275 and N Westshore Blvd,Tampa,
1750548,Florida,Miami Gardens,16701 NW 42 Ave,Miami Gardens,
1750250,Michigan,Detroit,5200 block of Canton St,Detroit,
1749873,Ohio,Elyria,537 Willow Park Rd,Elyria,
1749746,Missouri,Saint Louis,5500 block of Floy Ave,,Saint Louis
1749281,Delaware,Wilmington,1100 block of Beech St,Wilmington,
1749535,Wisconsin,Milwaukee,2600 block of W Atkinson Ave,Milwaukee,
1748134,Washington,Federal Way,2410 S 312th St,Federal Way,
1747700,Illinois,Chicago,705 E 92nd Pl,Chicago,
1746658,Texas,Mount Enterprise,1039 FM 1798,Mount Enterprise,
1746441,Michigan,Flint,4462 Corunna Rd,Flint,
1746282,Kentucky,Louisville,I-64,Louisville,
1746417,Colorado,Commerce City,6300 block of Ivanhoe St,Commerce City,
1748023,Arkansas,Magnolia,1000 block of W Monroe St,Magnolia,
1746582,Michigan,Flint,4813 Clio Rd,Flint,
1745903,North Carolina,Raleigh,503 Bragg St,Raleigh,
1746160,Florida,Miami,2900 block of Northwest 51st St,Miami,
1746430,Colorado,Denver,East 33rd Ave and Hudson St,Denver,
1746674,Texas,Dallas,525 S Riverfront Blvd,Dallas,
1745737,California,Manteca,4447 Woodward Ave,Manteca,
1744407,Georgia,Atlanta,Sunset Ave NW and Lester St NW,Atlanta,
1743168,Virginia,Fairfield,3700 block of Meadowbridge Rd,Fairfield,
1743488,Virginia,Petersburg,Wesley St,Petersburg,
1744332,Illinois,Chicago,120th St and Prairie Ave,Chicago,
1743108,Michigan,Warren,28200 block of Lawson St,Warren,
1741838,Illinois,Chicago,1018 W 79th St,Chicago,
1740533,Virginia,Richmond,6850 Forest Hill Ave,Richmond,
1740615,Illinois,Chicago,S Lawndale Ave and W Douglas Blvd,Chicago,
1739920,Michigan,Detroit,McKinney St and Meuse St,Detroit,
1739571,Nebraska,Omaha,28th St and T Ave,Omaha,
1740013,Illinois,Chicago,11300 block of South Carpenter St,Chicago,
1739434,Illinois,Peoria,NE Water St and Hamilton Blvd,Peoria,
1739658,Washington,Washington,3600 block of 14th St NW,Washington,
1739917,Michigan,Detroit,9122 Dexter Ave,Detroit,
1738635,Illinois,Chicago,1600 block of S Keeler Ave,Chicago,
1739097,Ohio,Columbus,E 6th Ave and Summit St,Columbus,
1739413,Florida,Madison,SW Louisiana Terrace,Madison,
1736508,Tennessee,Nashville,S 7th St and Sylvan St,Nashville,
1736383,Louisiana,Shreveport,6725 Buncombe Rd,Shreveport,
1735326,New York,Brooklyn,President St and Franklin Ave,Brooklyn,
1735573,Missouri,Saint Joseph,S 18th St and Charles St,Saint Joseph,
1735470,North Carolina,Durham,200 Block of S Benjamine St,Durham,
1733702,New York,Brooklyn,Remsen Ave,Brooklyn,
1734064,Kentucky,Louisville,1200 block of W Hill St,Louisville,
1734058,Washington,Kent,23201 Pacific Hwy South,Kent,
1732993,New York,Brooklyn,Madison St and Marcus Garvey Blvd,Brooklyn,
1732485,Louisiana,Baton Rouge,4718 Plank Rd,Baton Rouge,
1732688,Michigan,Lansing,3029 BeauJardin Dr,Lansing,
1732365,Florida,Fort Lauderdale,3000 block of NW 12th Ct,Fort Lauderdale,
1733188,Illinois,Chicago,700 block of W 66th Pl,Chicago,
1732229,Illinois,Chicago,1100 block of N Lawndale Ave,Chicago,
1732532,Mississippi,Como,2965 Hunter Chapel Road,Como,
1731349,New York,Rochester,485 N Clinton Ave,Rochester,
1732321,Delaware,Wilmington,600 block of N Pine St,Wilmington,
1727743,Virginia,Alexandria,7900 block of Janna Lee Ave,Alexandria,
1728683,New Jersey,Paterson,Harrison St and Carroll St,Paterson,
1727567,Illinois,Chicago,1305 W 76th St,Chicago,
1725108,South Carolina,Greenville,1701 White Horse Rd,Greenville,
1725883,Illinois,Chicago,3700 block of W Jackson Blvd,Chicago,
1725802,Iowa,Davenport,1000 block of W 3rd St,Davenport,
1725167,New York,New York (Manhattan),549 Academy St,,New York (Manhattan)
1726770,Arkansas,Helena,1317 Perry St,Helena,
1725690,Georgia,Atlanta,200 block of Auburn Ave,Atlanta,
1725946,Missouri,Columbia,Volunteer Dr and Grace Ln,Columbia,
1725379,Wisconsin,Milwaukee,5800 block of W Hope Ave,Milwaukee,
1726446,Texas,Houston,Service Rd and Holcombe Blvd,Houston,
1725327,Maryland,Cambridge,700 block of Weaver Ave,Cambridge,
1725145,Illinois,Chicago,1500 block of S Millard Ave,Chicago,
1725635,Pennsylvania,Ephrata,6 Blackberry Ln,Ephrata,
1726034,Illinois,Freeport,900 block of S Carroll Ave,Freeport,
1727515,Mississippi,Greenville,Union St,Greenville,
1725571,Michigan,Detroit,San Juan Dr and W McNichols Rd,Detroit,
1725025,Maryland,Temple Hills (Marlow Heights),4600 Dallas Pl,,Temple Hills (Marlow Heights)
1725670,Georgia,Atlanta,1600 block of Lakewood Ave,Atlanta,
1724231,Michigan,Detroit,8340 Homer St,Detroit,
1725735,South Carolina,Barnwell,,Barnwell,
1725098,Illinois,Chicago,8300 block of S Kingston Ave,Chicago,
1725081,Illinois,Chicago,6100 block of S Carpenter St,Chicago,
1725407,Massachusetts,Lynn,134 Fayette St,Lynn,
1724219,Mississippi,Jackson,6340 Ridgewood Ct Dr,Jackson,
1724887,Louisiana,Baton Rouge,11300 block of Greenwell Springs Rd,Baton Rouge,
1723897,Alabama,Birmingham (Hoover),2000 Riverchase Galleria,,Birmingham (Hoover)
1724273,Maryland,Baltimore,700 block of S Woodington Rd,Baltimore,
1723184,California,Delano,2100 block of Oleander St,Delano,
1723352,Massachusetts,Somerville,5 River Rd,Somerville,
1722839,New Jersey,Paterson,N Main St and Jefferson St,Paterson,
1722142,California,Oakland,MacArthur Fwy and 106th Ave,Oakland,
1729506,Louisiana,Lake Charles,1600 block of Moss St,Lake Charles,
1721964,Iowa,Davenport,1400 block of Pershing Ave,Davenport,
1720781,Georgia,Atlanta,Parkway Dr,Atlanta,
1721669,Massachusetts,Boston,14 Circuit St,Boston,
1720761,Illinois,Chicago,350 W Chicago Ave,Chicago,
1721572,Ohio,Dayton,3500 block of Stanford Pl,Dayton,
1722317,Arkansas,Greenbrier,123 Laramie Rd,Greenbrier,
1720834,California,Sylmar,Osborne St and Foothill Blvd,,Sylmar
1720655,South Dakota,Sioux Falls,902 N Prairie Ave,Sioux Falls,
1719693,Pennsylvania,Philadelphia,1900 block of E Somerset St,Philadelphia,
1719668,Alabama,Akron,Co Rd 21,Akron,
1718966,Illinois,Chicago,3100 block of S Rhodes Ave,Chicago,
1718847,California,Red Bluff,10815 State Hwy 99W,Red Bluff,
1718463,Illinois,Peoria,1400 block of SW Jefferson St,Peoria,
1718238,New York,Brooklyn,Rockaway Pkwy and Ave B,Brooklyn,
1719645,Arkansas,Blytheville,600 block of Parkway Dr,Blytheville,
1717828,Colorado,Aurora,698 Peoria St,Aurora,
1718292,California,Fresno,Pico Ave,Fresno,
1717173,Arizona,Phoenix,5035 W McDowell Rd,Phoenix,
1717543,Pennsylvania,Philadelphia,Emerald St and E Atlantic St,Philadelphia,
1716944,Connecticut,Bridgeport,527 Huntington Rd,Bridgeport,
1715616,Tennessee,Jackson,Melwood St,Jackson,
1714504,Illinois,Chicago,9100 block of South Ellis Ave,Chicago,
1715231,Florida,Lake Worth,Lantana Rd and Edgecliff Ave,Lake Worth,
1712342,North Carolina,Charlotte,1800 block of Beatties Ford Rd,Charlotte,
1713075,California,San Francisco,200 block of Leavenworth St,San Francisco,
1713790,New York,Brooklyn,Sterling St and Brooklyn Ave,Brooklyn,
1712876,Minnesota,Minneapolis,N Morgan Ave and N 16th Ave,Minneapolis,
1712898,Minnesota,Minneapolis,627 W Broadway,Minneapolis,
1712408,Illinois,Chicago,200 S Central Park Blvd,Chicago,
1712386,Illinois,Chicago,5200 block of S Lowe Ave,Chicago,
1713668,Ohio,Columbus,1910 Fountainview Ct,Columbus,
1711747,New York,Buffalo,W Ferry St and Niagara St,Buffalo,
1711626,Texas,Austin,500 block of E 7th St,Austin,
1711410,Minnesota,Minneapolis,2939 Hennepin Ave S,Minneapolis,
1711690,Alabama,Auburn,600 block of Railroad Ave,Auburn,
1713493,Texas,Corpus Christi,5802 Everhart Rd,Corpus Christi,
1711605,Wisconsin,Milwaukee,North 28th St and West Ruby Ave,Milwaukee,
1711487,Illinois,Chicago,2600 block of W Potomac Ave,Chicago,
1710537,New York,Bronx,Mount Eden Pkwy and Monroe Ave,Bronx,
1711285,New York,Syracuse,Marcellus St and Wyoming St,Syracuse,
1711876,Michigan,Detroit,Appoline St and Puritan Ave,Detroit,
1711272,Michigan,Saginaw,Livingston Dr and Tausend St,Saginaw,
1710849,Wisconsin,Janesville,6530 S US-51,Janesville,
1710920,North Carolina,Pinetops,715 E Lashley St,Pinetops,
1710680,New Jersey,Jersey City,Union St and Ocean Ave,Jersey City,
1711397,Kansas,Wichita,3741 N Rock Rd,Wichita,
1711134,New York,Bronx,Mapes Ave,Bronx,
1708889,New York,Albany,8 Albany St,Albany,
1708432,Illinois,Chicago,1323 W 76th St,Chicago,
1706994,Iowa,Fort Dodge,900 block of 10th Ave SW,Fort Dodge,
1706710,Illinois,Chicago,W Diversey Ave,Chicago,
1704879,Minnesota,Minneapolis,328 W Broadway Ave,Minneapolis,
1704862,Kentucky,Louisville,531 Franklin St,Louisville,
1704873,Louisiana,Lafayette,400 block of Jefferson St,Lafayette,
1705050,Louisiana,Lake Charles,3945 US-90,Lake Charles,
1705346,Louisiana,New Orleans,600 block of S Lopez St,New Orleans,
1705355,Arkansas,Rison,Carver St and Center St,Rison,
1705440,California,Hesperia,8100 block of Julie Ct,Hesperia,
1704116,Missouri,Saint Louis,3103 N Grand Blvd,,Saint Louis
1704176,Maryland,Baltimore,700 block of S Broadway St,Baltimore,
1704415,New York,Wyandanch,76 Grand Blvd,Wyandanch,
1704580,Georgia,Atlanta,69 Mason Ave NE,Atlanta,
1704727,Washington,Washington,3100 block of Waclark Pl SE,Washington,
1703509,Pennsylvania,Philadelphia,N Broad St and Colwyn St,Philadelphia,
1704217,New York,Bronx,E 233rd St and Bronx River Pkwy,Bronx,
1703985,Texas,San Antonio,8134 Broadway St,San Antonio,
1702276,Virginia,Richmond,800 block of N 1st St,Richmond,
1702172,Washington,Washington,1200 block of Mt Olivet Rd NE,Washington,
1703044,Louisiana,Monroe,1101 Richwood Road 2,Monroe,
1703055,Texas,Houston,5840 Glenmont Dr,Houston,
1701714,California,Paso Robles,900 Park St,,Paso Robles
1702372,California,Sacramento,68th Avenue and Della Circle,Sacramento,
1701382,Ohio,Toledo,1100 block of Baker St,Toledo,
1700864,North Carolina,Scotland Neck,E 13th St and Greenwood St,Scotland Neck,
1701426,Pennsylvania,Philadelphia,600 block of N 8th St,Philadelphia,
1701491,California,Vallejo,100 block of Cynthia Ave,Vallejo,
1700371,New York,Brooklyn,512 Bristol St,Brooklyn,
1700250,Tennessee,Memphis,1525 E McLemore Ave,Memphis,
1699193,Tennessee,Dyersburg,1305 Grant St,Dyersburg,
1699577,Arkansas,Hope,1400 block of East Hickory St,Hope,
1700234,Illinois,Robbins,13600 block of Central Park Ave,Robbins,
1699211,Missouri,Sikeston,915 Plantation Blvd,Sikeston,
1698987,Illinois,Chicago,50 block of S Seeley Ave,Chicago,
1699667,Illinois,Chicago,3700 block of S State St,Chicago,
1698868,California,Sacramento,Gardendale Rd and 29th St,Sacramento,
1698306,Missouri,Kansas City,E 18th St and Vine St,Kansas City,
1700812,Mississippi,Drew,Wilson Ave,Drew,
1698276,Ohio,Ironton,1305 S 3rd St,Ironton,
1697541,Colorado,Denver,4900 block of Wheeling St,Denver,
1697453,Alabama,Valhermoso Springs,522 Talucah Rd,,Valhermoso Springs
1695998,Texas,Dallas,7460 S Westmoreland Rd,Dallas,
1695586,Wisconsin,Racine,Kewaunee St and Michigan Blvd,Racine,
1695645,Illinois,Chicago,8404 S Colfax Ave,Chicago,
1694735,Missouri,Saint Louis,1915 Olive St,,Saint Louis
1693340,Mississippi,Gulfport,S Carolina Ave and Polk St,Gulfport,
1693580,Pennsylvania,Philadelphia,700 block of E Clearfield St,Philadelphia,
1692513,New Jersey,Paterson,E 23rd St and 10th Ave,Paterson,
1692912,Washington,Washington,300 block of 37th St SE,Washington,
1693064,Texas,Houston,9635 Scott St,Houston,
1693246,Florida,Altha,21281 Apachee Rd,Altha,
1692496,North Carolina,Gastonia,3000 block of Earl Ln,Gastonia,
1692102,Virginia,Portsmouth,500 block of Edwards St,Portsmouth,
1691221,Kentucky,Louisville,601 W Jefferson St,Louisville,
1690922,Tennessee,Memphis,TN 385 and Kirby Pkwy,Memphis,
1691440,Pennsylvania,Philadelphia,300 block of N 55th St,Philadelphia,
1690369,Massachusetts,Boston,5 Ames St,Boston,
1690524,Ohio,Cleveland,12800 Euclid Ave,Cleveland,
1690439,California,San Jose,1100 block of William Ct,San Jose,
1689419,Pennsylvania,Philadelphia,1800 block of Hart Ln,Philadelphia,
1688610,Mississippi,Vicksburg,4045 Clay St,Vicksburg,
1689252,Pennsylvania,Philadelphia,2700 block of N Darian St,Philadelphia,
1688917,Illinois,Chicago,W Washington Blvd and N Hamlin Blvd,Chicago,
1689555,California,Los Angeles,119th St and Berendo Ave,Los Angeles,
1688753,South Carolina,Bowman,Dibble St and Rail St,Bowman,
1687999,Louisiana,Lake Charles,6780 US-90,Lake Charles,
1687219,Missouri,Saint Louis,Union Boulevard and Cote Brilliante Ave,,Saint Louis
1687037,South Carolina,Myrtle Beach,12th Ave N and Ocean Blvd,Myrtle Beach,
1687414,Alabama,Danville,68 Flint Creek Pvt Dr,Danville,
1686222,Texas,Houston,2900 Travis St,Houston,
1686615,Illinois,Rock Island,800 14 1/2 St,Rock Island,
1687027,South Carolina,Jonesville,100 block of Dover Rd,Jonesville,
1687108,North Carolina,Charlotte,4900 Block of Albemarle Rd,Charlotte,
1687097,Michigan,Flint,4100 block of Minerva St,Flint,
1686414,Florida,Fort Lauderdale (Lauderhill),7776 NW 44th St,,Fort Lauderdale (Lauderhill)
1686747,Florida,Daytona Beach,13 S Atlantic Ave,Daytona Beach,
1686685,Illinois,Chicago,3911 W Grenshaw St,Chicago,
1687381,Mississippi,Jackson,2300 block of Oakhurst Dr,Jackson,
1686015,Ohio,Cleveland,11921 Miles Ave,Cleveland,
1683810,Texas,Houston,6918 Landor St,Houston,
1683653,Illinois,Decatur,300 block of West Leafland Ave,Decatur,
1682322,California,Bakersfield,901 W Columbus St,Bakersfield,
1681602,South Carolina,Charleston,23 Cannon St,Charleston,
